"pressure_def","Type","csqueeze","fut_csqueeze","fut_barriers","sed_supp","fut_dams","fut_slr","ant_slr","fut_gwsub","gwsub","fut_drought","fut_ext_rain","storms","hist_drought","hist_ext_rain","Tidal_Class","fut_storms","prop_estab","sea_net_change","land_net_change","climate","land_net_change_obs","sea_net_change_obs","csqueeze_1","fut_csqueeze_1","cdev","fut_cdev","Geomorphology"
3,"Estuary_4351","M","M","Medium","L","L",0,0,0,0,0,0,1,1,1,"H",1,"H","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Medium","Low","Estuary"
3,"Estuary_436","M","M","Medium","L","L",1,0,0,0,1,0,1,1,1,"M",1,"H","Gain_neutrality","Loss","arid",-1,1,1,1,"Medium","Medium","Estuary"
3,"Estuary_4365","L","L","High","L","L",1,0,0,0,0,0,0,0,0,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_4391","L","L","High","L","L",0,0,1,1,0,1,1,1,1,"H",0,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_4399","L","L","High","L","L",0,0,0,0,0,1,0,0,1,"H",0,"H","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_4418","L","L","High","L","L",0,0,1,1,0,1,1,1,1,"H",0,"L","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_442","L","L","High","L","L",1,0,1,1,0,0,1,0,0,"M",1,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_4425","L","L","High","L","L",0,1,1,0,0,0,1,1,1,"H",1,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_4426","M","M","Medium","L","L",1,0,0,0,0,0,0,0,0,"H",0,"H","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","Estuary"
3,"Estuary_4436","L","L","High","L","L",0,0,0,0,0,0,1,0,1,"H",0,"H","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_4441","L","L","High","L","L",0,0,0,0,0,0,0,0,1,"H",0,"H","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_4466","L","L","High","L","L",0,0,0,0,0,0,1,0,1,"H",0,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_4491","M","L","High","L","L",1,0,0,0,0,0,0,0,0,"H",0,"H","Loss","Loss","humid",-1,-1,1,1,"Medium","High","Estuary"
3,"Estuary_4498","M","M","Medium","L","L",1,0,0,0,0,0,0,0,0,"H",0,"H","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","Estuary"
3,"Estuary_450","H","H","Low","L","L",0,0,0,0,0,0,1,0,0,"H",1,"L","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Low","Low","Estuary"
3,"Estuary_4511","L","L","High","L","L",0,1,0,0,0,0,1,0,1,"H",1,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_4525","M","M","Medium","L","L",1,0,0,0,0,0,0,0,0,"H",0,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Medium","Estuary"
3,"Estuary_4540","M","M","Medium","L","L",0,0,0,0,0,0,1,0,0,"H",0,"H","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","Estuary"
3,"Estuary_4558","L","L","High","L","L",0,0,0,0,0,0,1,0,1,"H",0,"H","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_456","M","L","High","L","L",1,0,0,0,0,0,1,0,0,"M",1,"H","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Medium","High","Estuary"
3,"Estuary_4561","M","M","Medium","L","L",1,0,0,0,1,0,0,1,0,"H",0,"H","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","Estuary"
3,"Estuary_4570","L","L","High","L","L",0,1,0,0,0,0,1,1,0,"H",1,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_4574","L","L","High","L","L",1,0,0,0,1,0,0,1,0,"H",0,"H","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_4578","L","L","High","L","L",0,1,0,0,0,0,1,1,1,"H",1,"H","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_4608","L","L","High","L","L",0,1,1,0,0,0,1,1,1,"H",1,"L","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_4610","L","L","High","L","L",0,0,0,0,0,1,1,0,0,"H",1,"H","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_4632","L","L","High","L","L",1,0,0,0,1,0,0,1,0,"M",0,"H","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_4652","M","L","High","L","L",0,0,0,0,0,0,1,0,1,"H",0,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","High","Estuary"
3,"Estuary_4667","L","L","High","L","L",0,0,0,0,0,0,1,1,1,"H",1,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"High","Medium","Estuary"
3,"Estuary_4668","L","L","High","L","L",0,0,0,0,0,0,1,1,1,"H",1,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_4684","L","L","High","L","L",1,0,0,0,1,0,0,1,0,"M",0,"H","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_4700","L","L","High","L","L",0,0,0,0,0,0,1,0,0,"H",0,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_472","H","H","Low","L","L",1,0,0,0,0,0,1,0,0,"M",1,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"Low","Low","Estuary"
3,"Estuary_4737","M","M","Medium","L","L",1,0,0,0,1,0,0,1,0,"M",0,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Medium","Estuary"
3,"Estuary_4874","M","M","Medium","L","L",0,1,0,0,0,0,1,1,1,"H",1,"M","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","Estuary"
3,"Estuary_4902","L","L","High","L","L",0,0,0,0,0,1,1,0,1,"H",1,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_4930","M","M","Medium","L","L",1,0,0,0,1,0,0,0,0,"M",0,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Medium","Estuary"
3,"Estuary_4931","L","L","High","L","L",0,0,0,0,0,0,1,1,1,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_4939","L","L","High","L","L",0,0,0,0,0,1,1,1,1,"H",1,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_4992","L","L","High","L","L",0,1,0,0,0,0,1,1,1,"H",1,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_4998","L","L","High","L","L",1,1,0,0,0,0,1,1,1,"H",1,"M","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_5014","H","H","Low","L","L",0,0,0,0,0,0,1,0,0,"M",0,"H","Loss","Loss","humid",-1,-1,1,1,"Low","Low","Estuary"
3,"Estuary_5046","M","L","High","L","L",0,0,0,0,0,1,1,1,1,"H",1,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","High","Estuary"
3,"Estuary_5107","M","M","Medium","L","L",1,0,0,0,1,0,0,1,0,"M",0,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Medium","Estuary"
3,"Estuary_5108","L","L","High","L","L",0,0,1,1,0,1,1,0,1,"H",1,"L","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_5115","H","H","Low","L","L",0,0,0,0,0,0,1,1,1,"M",0,"H","Loss","Loss","humid",-1,-1,1,1,"Low","Low","Estuary"
3,"Estuary_5118","L","L","High","L","L",1,1,1,1,0,0,1,1,1,"H",1,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_5150","L","L","High","L","L",1,1,1,1,0,0,1,1,1,"H",1,"M","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"High","High","Estuary"
3,"Estuary_5182","L","L","High","L","L",1,0,0,0,1,0,0,1,0,"M",0,"H","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"High","High","Estuary"
3,"Estuary_5199","L","L","High","L","L",1,1,0,0,0,0,1,1,1,"H",1,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_5201","L","L","High","L","L",1,1,0,0,0,0,1,1,1,"H",1,"L","Loss","Gain_neutrality","humid",1,-1,1,1,"High","Medium","Estuary"
3,"Estuary_521","H","H","Low","L","L",0,0,0,0,0,0,1,0,1,"M",1,"H","Gain_neutrality","Loss","arid",-1,1,1,0,"Low","None","Estuary"
3,"Estuary_5213","L","L","High","L","L",1,1,0,0,0,0,1,1,1,"H",1,"L","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"High","Medium","Estuary"
3,"Estuary_5214","M","M","Medium","L","L",1,0,0,0,0,1,1,0,1,"H",1,"H","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","Estuary"
3,"Estuary_5219","L","L","High","L","L",1,0,0,0,1,0,0,0,0,"M",0,"H","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_5238","L","L","High","L","L",1,1,0,0,0,0,1,1,1,"H",1,"L","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"High","Medium","Estuary"
3,"Estuary_5271","L","L","High","L","L",0,0,0,1,0,1,0,1,0,"H",1,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_5281","L","L","High","L","L",1,1,0,0,0,0,1,1,1,"H",1,"L","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"High","High","Estuary"
3,"Estuary_5291","M","M","Medium","L","L",1,0,0,0,1,0,1,0,0,"H",0,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Medium","Estuary"
3,"Estuary_5294","M","M","Medium","L","L",1,0,0,0,1,0,1,0,0,"H",0,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Medium","Estuary"
3,"Estuary_5316","L","L","High","L","L",1,1,0,0,0,0,1,1,1,"H",1,"M","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"High","Medium","Estuary"
3,"Estuary_5323","L","L","High","L","L",1,1,0,0,0,0,1,1,1,"H",1,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_5345","L","L","High","L","L",1,1,1,0,0,0,1,1,1,"H",1,"H","Loss","Loss","humid",-1,-1,1,1,"High","Medium","Estuary"
3,"Estuary_540","M","M","Medium","L","L",1,0,0,0,1,0,1,1,0,"M",1,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Low","Estuary"
3,"Estuary_544","H","H","Low","L","L",1,0,0,0,0,0,1,0,1,"H",1,"H","Loss","Gain_neutrality","humid",1,-1,1,1,"Low","Low","Estuary"
3,"Estuary_5449","M","M","Medium","L","L",0,0,1,0,0,0,1,1,1,"M",0,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Medium","Estuary"
3,"Estuary_5462","M","M","Medium","L","L",0,0,0,0,0,0,1,1,1,"M",0,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Medium","Estuary"
3,"Estuary_5471","L","L","High","L","L",1,1,1,0,0,0,1,1,1,"H",1,"M","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"High","High","Estuary"
3,"Estuary_5472","M","M","Medium","L","L",0,0,0,0,0,0,0,1,1,"M",0,"H","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Medium","Medium","Estuary"
3,"Estuary_5486","L","L","High","L","L",0,0,1,1,0,0,0,1,0,"H",0,"H","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_550","H","H","Low","L","L",0,0,0,0,0,0,1,0,1,"L",1,"H","Gain_neutrality","Gain_neutrality","arid",1,1,1,0,"Low","None","Estuary"
3,"Estuary_552","M","L","High","L","L",1,0,1,0,0,0,1,0,0,"H",1,"L","Loss","Loss","arid",-1,-1,1,1,"Medium","High","Estuary"
3,"Estuary_5569","L","L","High","L","L",1,0,1,1,0,0,1,1,1,"H",1,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_5579","L","L","High","L","L",0,0,0,0,0,0,1,1,0,"H",1,"L","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_5598","L","L","High","L","L",1,0,0,0,0,0,1,1,1,"H",1,"M","Loss","Loss","humid",-1,-1,1,1,"High","Medium","Estuary"
3,"Estuary_56","H","H","Low","L","L",1,1,0,0,0,0,0,0,0,"M",1,"H","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Low","Low","Estuary"
3,"Estuary_5610","L","L","High","L","L",1,0,1,0,0,0,1,1,1,"H",1,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_5615","L","L","High","L","L",0,0,0,1,0,0,1,0,0,"H",1,"L","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_5617","L","L","High","L","L",0,0,0,0,0,0,1,1,1,"M",0,"H","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"High","High","Estuary"
3,"Estuary_5620","L","L","High","L","L",1,0,1,1,0,0,1,1,1,"H",1,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_5644","M","M","Medium","L","L",0,0,0,0,0,1,0,0,1,"M",0,"M","Loss","Gain_neutrality","humid",1,-1,1,1,"Medium","Medium","Estuary"
3,"Estuary_5657","L","L","High","L","L",1,1,1,1,0,1,1,1,0,"H",1,"M","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_5669","L","L","High","L","L",1,0,1,1,0,1,1,1,0,"H",1,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_569","L","L","High","L","L",1,1,0,0,0,0,1,0,1,"H",1,"H","Gain_neutrality","Loss","arid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_5700","L","L","High","L","L",0,0,0,0,0,1,0,1,1,"M",0,"M","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"High","High","Estuary"
3,"Estuary_575","H","H","Low","L","L",1,0,0,0,0,0,1,0,0,"M",1,"H","Loss","Loss","arid",-1,-1,1,1,"Low","Low","Estuary"
3,"Estuary_576","H","H","Low","L","L",1,0,0,0,0,0,1,0,0,"M",1,"H","Gain_neutrality","Loss","arid",-1,1,1,1,"Low","Low","Estuary"
3,"Estuary_5761","L","L","High","L","L",1,1,1,1,0,1,1,1,0,"H",1,"M","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_578","H","H","Low","L","L",1,0,0,0,0,0,1,0,0,"M",1,"H","Loss","Loss","arid",-1,-1,1,1,"Low","Low","Estuary"
3,"Estuary_5789","L","L","High","L","L",0,0,1,1,0,1,1,0,1,"H",1,"L","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_58","M","L","High","L","L",1,1,0,0,0,0,0,0,0,"H",1,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","High","Estuary"
3,"Estuary_5808","L","L","High","L","L",0,1,1,1,0,1,0,1,0,"L",0,"L","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_581","H","H","Low","L","L",1,0,0,0,0,0,1,0,0,"M",1,"H","Loss","Loss","arid",-1,-1,1,1,"Low","Low","Estuary"
3,"Estuary_5822","M","M","Medium","L","L",0,1,0,0,0,1,1,0,1,"H",0,"H","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Medium","Medium","Estuary"
3,"Estuary_5832","M","M","Medium","L","L",1,0,0,0,0,0,1,0,0,"H",1,"L","Loss","Loss","humid",-1,-1,1,1,"Medium","Low","Estuary"
3,"Estuary_5834","M","M","Medium","L","L",0,1,0,1,0,1,0,1,1,"L",0,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Low","Estuary"
3,"Estuary_5837","M","M","Medium","L","L",0,1,0,0,0,1,1,0,1,"H",0,"H","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","Estuary"
3,"Estuary_5845","L","L","High","L","L",1,0,0,0,0,1,1,0,0,"H",1,"L","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_5850","M","M","Medium","L","L",0,1,0,0,0,1,1,0,0,"H",0,"H","Loss","Loss","humid",-1,-1,1,1,"Medium","Low","Estuary"
3,"Estuary_5866","L","L","High","L","L",0,0,0,0,0,1,0,0,1,"H",0,"M","Loss","Gain_neutrality","humid",1,-1,1,1,"High","High","Estuary"
3,"Estuary_587","H","H","Low","L","L",1,0,0,0,0,0,1,0,0,"M",1,"H","Gain_neutrality","Loss","arid",-1,1,1,1,"Low","Low","Estuary"
3,"Estuary_5874","L","L","High","L","L",0,0,0,0,0,1,0,0,1,"H",0,"M","Loss","Gain_neutrality","humid",1,-1,1,1,"High","Medium","Estuary"
3,"Estuary_5889","L","L","High","L","L",0,0,0,0,0,1,0,0,1,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_5892","L","L","High","L","L",0,0,1,1,0,0,1,0,0,"H",1,"L","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_5900","M","M","Medium","L","L",0,0,0,0,0,1,0,0,0,"H",1,"H","Loss","Gain_neutrality","humid",1,-1,1,1,"Medium","Low","Estuary"
3,"Estuary_591","H","H","Low","L","L",1,0,0,0,0,0,1,0,0,"M",1,"H","Loss","Loss","arid",-1,-1,1,1,"Low","Low","Estuary"
3,"Estuary_5920","L","L","High","L","L",1,1,1,1,0,0,1,0,0,"H",1,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_5934","L","L","High","L","L",0,0,0,1,0,0,1,1,0,"H",1,"L","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"High","High","Estuary"
3,"Estuary_5935","L","L","High","L","L",1,0,0,0,0,0,1,0,0,"H",1,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"High","Medium","Estuary"
3,"Estuary_5940","L","L","High","L","L",0,0,0,0,0,1,0,0,0,"H",1,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_5943","L","L","High","L","L",0,0,0,0,0,1,0,0,1,"M",0,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_5950","M","M","Medium","L","L",0,0,0,0,0,1,0,1,0,"H",1,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Low","Estuary"
3,"Estuary_5965","L","L","High","L","L",0,0,0,0,0,0,1,1,0,"H",1,"L","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_5990","L","L","High","L","L",0,0,0,0,0,1,0,0,1,"M",0,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_6","H","H","Low","L","L",0,1,1,0,0,0,0,1,0,"H",0,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"Low","Low","Estuary"
3,"Estuary_6009","L","L","High","L","L",0,0,1,1,0,1,1,0,1,"H",1,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_6010","L","L","High","L","L",0,1,0,0,0,0,1,1,1,"H",1,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_6012","L","L","High","L","L",0,0,0,0,0,1,0,0,1,"M",0,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_6018","L","L","High","L","L",0,0,0,0,0,1,0,0,1,"M",0,"M","Loss","Gain_neutrality","humid",1,-1,1,1,"High","High","Estuary"
3,"Estuary_6020","L","L","High","L","L",0,1,0,0,0,0,1,0,1,"H",1,"M","Loss","Loss","humid",-1,-1,1,1,"High","Medium","Estuary"
3,"Estuary_6032","L","L","High","L","L",0,0,0,0,0,0,1,0,1,"H",1,"M","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_6044","L","L","High","L","L",0,0,0,0,0,0,1,1,1,"H",1,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_6073","L","L","High","L","L",0,0,0,0,0,0,1,1,0,"H",1,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"High","Medium","Estuary"
3,"Estuary_6091","L","L","High","L","L",0,0,1,1,0,1,1,0,1,"M",1,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_6102","L","L","High","L","L",0,1,1,1,0,1,1,1,1,"H",1,"H","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_6103","L","L","High","L","L",0,0,0,0,0,1,1,1,0,"H",1,"H","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"High","High","Estuary"
3,"Estuary_6108","L","L","High","L","L",0,0,1,1,0,1,1,0,1,"M",1,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_6114","L","L","High","L","L",0,1,0,0,0,1,0,0,1,"L",1,"H","Gain_neutrality","Loss","arid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_6124","L","L","High","L","L",0,1,1,0,0,1,1,1,1,"H",1,"M","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_6125","L","L","High","L","L",0,1,0,1,0,1,1,1,0,"H",1,"M","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_6126","L","L","High","L","L",0,1,0,0,0,1,1,1,0,"H",1,"M","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_613","H","H","Low","L","L",1,0,0,0,0,0,1,0,0,"M",1,"H","Loss","Loss","humid",-1,-1,1,1,"Low","Low","Estuary"
3,"Estuary_6137","M","M","Medium","L","L",0,1,1,0,0,1,0,0,1,"L",1,"H","Gain_neutrality","Gain_neutrality","arid",1,1,1,1,"Medium","Medium","Estuary"
3,"Estuary_6139","L","L","High","L","L",0,1,0,0,0,1,1,1,0,"H",1,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_6151","M","M","Medium","L","L",0,1,1,1,0,1,0,0,1,"L",1,"L","Loss","Gain_neutrality","arid",1,-1,1,1,"Medium","Medium","Estuary"
3,"Estuary_6154","L","L","High","L","L",0,1,0,0,0,1,1,1,0,"H",1,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"High","Medium","Estuary"
3,"Estuary_6158","L","L","High","L","L",0,1,0,0,0,1,1,0,0,"H",1,"H","Loss","Loss","humid",-1,-1,1,1,"High","Medium","Estuary"
3,"Estuary_6160","L","L","High","L","L",0,1,1,1,0,1,1,1,0,"H",1,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_6164","L","L","High","L","L",0,1,0,0,0,1,1,1,0,"H",1,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_6165","L","L","High","L","L",0,1,0,1,0,1,1,0,0,"H",1,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_6168","L","L","High","L","L",0,1,0,1,0,1,1,0,1,"L",1,"H","Gain_neutrality","Loss","arid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_6170","L","L","High","L","L",0,1,0,0,0,1,1,1,0,"H",1,"M","Loss","Loss","humid",-1,-1,1,1,"High","Medium","Estuary"
3,"Estuary_6177","L","L","High","L","L",0,1,1,1,0,1,0,0,1,"L",1,"H","Gain_neutrality","Loss","arid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_6179","L","L","High","L","L",0,1,0,0,0,1,1,1,0,"H",1,"M","Loss","Loss","humid",-1,-1,1,1,"High","Medium","Estuary"
3,"Estuary_6183","L","L","High","L","L",0,1,0,0,0,1,1,0,0,"H",1,"L","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"High","Medium","Estuary"
3,"Estuary_6184","L","L","High","L","L",0,1,0,0,0,1,0,0,1,"M",1,"H","Gain_neutrality","Gain_neutrality","arid",1,1,1,1,"High","High","Estuary"
3,"Estuary_6187","L","L","High","L","L",0,1,1,1,0,1,1,0,1,"M",1,"L","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_619","M","L","High","L","L",1,0,0,0,0,0,1,0,0,"M",1,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","High","Estuary"
3,"Estuary_6203","L","L","High","L","L",0,1,0,1,0,1,1,0,1,"M",1,"M","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_6221","L","L","High","L","L",0,1,0,1,0,1,1,0,1,"H",1,"M","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_6256","L","L","High","L","L",0,1,0,1,0,0,1,0,0,"H",1,"L","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_6257","M","M","Medium","L","L",0,1,0,0,0,1,1,0,1,"M",1,"H","Gain_neutrality","Gain_neutrality","arid",1,1,1,1,"Medium","Medium","Estuary"
3,"Estuary_6273","L","L","High","L","L",0,1,1,1,0,0,1,0,0,"H",1,"L","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_6303","M","M","Medium","L","L",0,1,0,0,0,1,1,1,0,"M",1,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Medium","Estuary"
3,"Estuary_631","M","L","High","L","L",1,1,0,0,0,0,1,0,1,"L",1,"H","Loss","Loss","arid",-1,-1,1,1,"Medium","High","Estuary"
3,"Estuary_6370","L","L","High","L","L",0,1,0,0,0,1,1,1,0,"M",1,"L","Loss","Loss","humid",-1,-1,1,1,"High","High","Estuary"
3,"Estuary_638","L","L","High","L","L",1,1,0,0,1,0,1,1,0,"M",1,"H","Loss","Loss","humid",-1,-1,1,1,"High","Medium","Estuary"
3,"Estuary_6393","L","L","High","L","L",0,1,0,1,0,1,1,1,0,"L",1,"L","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_640","L","L","High","L","L",1,1,0,0,1,0,1,1,0,"M",1,"H","Loss","Loss","humid",-1,-1,1,1,"High","Medium","Estuary"
3,"Estuary_6400","L","L","High","L","L",1,0,0,1,0,0,1,1,0,"M",1,"L","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_641","H","H","Low","L","L",1,1,0,0,0,0,1,0,0,"H",1,"M","Loss","Loss","arid",-1,-1,1,0,"Low","None","Estuary"
3,"Estuary_6428","L","L","High","L","L",0,0,0,0,0,0,1,1,1,"L",1,"L","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","Estuary"
3,"Estuary_646","M","M","Medium","L","L",1,1,0,0,0,0,1,0,0,"H",1,"H","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","Estuary"
3,"Estuary_647","L","L","High","L","L",1,1,0,0,1,0,1,1,0,"M",1,"H","Loss","Loss","humid",-1,-1,1,1,"High","Medium","Estuary"
3,"Estuary_648","H","H","Low","L","L",1,0,0,0,0,0,1,0,0,"M",1,"H","Loss","Loss","humid",-1,-1,1,1,"Low","Low","Estuary"
