"Type","Tidal_Class","future_slr","antecedent_slr","future_drought","future_extreme_rainfall","historical_drought","historical_extreme_rainfall","historical_storms","future_storms"
"OpenCoast_40035","Micro",0.256010800600052,4.37568807601929,6.78244543075562,0,2.77559471130371,0.614085078239441,16,0.996815737627971
"OpenCoast_40036","Micro",0.260412395000458,2.59995222091675,0,25.9997997283936,1.33115386962891,1.63073420524597,0,0
"OpenCoast_40037","Micro",0.252750009298325,2.46344947814941,2.31600499153137,0,0,0,1,0
"OpenCoast_40038","Micro",0.281630754470825,2.47874307632446,0,33.7720947265625,1.11466121673584,1.52738606929779,0,0
"OpenCoast_40039","Micro",0.246049672365189,0.118997067213058,0,1.73092365264893,0,0,7,0.518427663683976
"OpenCoast_40041","Micro",0.256010800600052,3.68517470359802,6.66706609725952,0,2.68672251701355,0.510243713855743,14,0.995859324448175
"OpenCoast_40042","Micro",0.257167637348175,2.58925080299377,0,0.305860668420792,0,0,20,0.999999614304987
"OpenCoast_40043","Micro",0.287648946046829,2.50392198562622,0,35.0542984008789,1.25503575801849,1.63168752193451,0,0
"OpenCoast_40045","Micro",0.271505981683731,2.57455492019653,0,17.6062183380127,0,0,2,0.0187290090747795
"OpenCoast_40046","Micro",0.243967846035957,-0.361902445554733,1.83214616775513,0,1.72790956497192,2.20958161354065,1,0.383412079782448
"OpenCoast_40047","Micro",0.230083703994751,1.96633434295654,0,24.1786880493164,1.554891705513,1.61881327629089,3,0.433071970296091
"OpenCoast_40048","Micro",0.257625192403793,0.17944897711277,0,40.8828506469727,0,0,4,0.61137928952767
"OpenCoast_40049","Micro",0.229214623570442,-1.65373229980469,0,8.96262454986572,2.04716324806213,1.25474107265472,0,0.0602783125065844
"OpenCoast_40050","Micro",0.259274691343307,2.68276357650757,0,25.9997997283936,1.1641618013382,1.58685231208801,0,0
"OpenCoast_40051","Micro",0.274368822574615,3.03317213058472,0,21.9607067108154,2.61091685295105,2.65632152557373,0,0
"OpenCoast_40052","Micro",0.260717391967773,2.43297815322876,0,3.9929039478302,0,0,25,0.999999819950197
"OpenCoast_40053","Micro",0.247215792536736,3.73893237113953,0,14.8905458450317,0,0,14,0.999999320999806
"OpenCoast_40054","Micro",0.260717391967773,2.38991189002991,0,3.99290418624878,0,0,32,0.999999795593163
"OpenCoast_40055","Micro",0.235531181097031,4.66229772567749,7.56314945220947,0,2.42487692832947,1.02545404434204,5,0.999910178147837
"OpenCoast_40056","Micro",0.236000150442123,3.78285598754883,6.99107360839844,0,0,0,3,0.999873204150768
"OpenCoast_40057","Micro",0.318642020225525,4.91910839080811,0,5.23224925994873,2.04257488250732,0.418432801961899,7,0.99999997189605
"OpenCoast_40058","Micro",0.27246880531311,3.2668993473053,2.71836614608765,0,2.16154408454895,1.87811470031738,9,0.999999106062944
"OpenCoast_40059","Micro",0.315622389316559,2.86641526222229,0,5.02393198013306,2.29505205154419,2.6505184173584,20,0.999975581049429
"OpenCoast_40060","Micro",0.271763026714325,3.14228558540344,0,1.11038756370544,0,0,24,0.999976112770156
"OpenCoast_40061","Micro",0.259524643421173,2.62941288948059,0,1.63711869716644,0,0,24,0.999999806065981
"OpenCoast_40062","Micro",0.260717391967773,2.43398499488831,0,3.9929039478302,0,0,30,0.999999815579482
"OpenCoast_40063","Micro",0.260717391967773,2.34925270080566,0,3.9929039478302,0,0,31,0.999999806529527
"OpenCoast_40064","Micro",0.309366852045059,3.09104084968567,0,5.5680718421936,2.11633110046387,2.58270144462585,20,0.999940569078793
"OpenCoast_40065","Micro",0.257862150669098,2.88280153274536,0.933840155601501,0,0.720000505447388,0.811074137687683,27,0.999999604284423
"OpenCoast_40066","Micro",0.259898900985718,2.35951113700867,0,3.9363009929657,0.844608068466187,1.14120602607727,21,0.999999780430872
"OpenCoast_40067","Micro",0.257862150669098,2.66484475135803,0.933840095996857,0,0.728355169296265,0.845944344997406,26,0.999999671036208
"OpenCoast_40068","Micro",0.258636772632599,2.54528403282166,0,1.16585600376129,0,0,24,0.999999799941699
"OpenCoast_40069","Micro",0.315103441476822,2.83058476448059,0,6.09600591659546,2.29505205154419,2.6505184173584,19,0.999984616547892
"OpenCoast_40070","Micro",0.309366852045059,3.04312968254089,0,5.56807231903076,1.97182095050812,2.34479737281799,21,0.999950390319478
"OpenCoast_40071","Micro",0.267931401729584,3.89552164077759,8.5479097366333,0,2.33914685249329,2.12049078941345,8,0.999997486678239
"OpenCoast_40072","Micro",0.309366852045059,3.00939273834229,0,5.5680718421936,2.14761114120483,2.634197473526,21,0.999953210446975
"OpenCoast_40073","Micro",0.234437853097916,4.92100381851196,7.56314897537231,0,2.41849446296692,0.992311835289001,3,0.999912711607035
"OpenCoast_40074","Micro",0.234437853097916,4.92100381851196,7.56314897537231,0,2.4184947013855,0.992311835289001,3,0.999918045285046
"OpenCoast_40075","Micro",0.234437853097916,4.9715461730957,7.56314945220947,0,2.41849446296692,0.992311835289001,3,0.999922472177438
"OpenCoast_40077","Micro",0.271221280097961,3.19217085838318,8.73584365844727,0,0,0,12,0.824419951683788
"OpenCoast_40078","Micro",0.286511361598969,3.2088942527771,0,23.9814128875732,0.694225966930389,1.58221840858459,0,0.00538598337194518
"OpenCoast_40082","Micro",0.253424644470215,2.50799965858459,2.32013487815857,0,0,0,20,0.999999763627628
"OpenCoast_40083","Micro",0.243362933397293,1.44381952285767,0,3.57314348220825,0,0,1,0.0590059349079698
"OpenCoast_40084","Micro",0.240668818354607,1.90755832195282,15.727858543396,0,1.57173240184784,1.70008790493011,23,0.999991704226043
"OpenCoast_40085","Micro",0.272986710071564,5,65.5913391113281,0,0,0,12,0.999857278299372
"OpenCoast_40086","Micro",0.291005313396454,3.56337094306946,0,17.8782596588135,0.680056393146515,1.71973729133606,0,0.0134126145306417
"OpenCoast_40087","Micro",0.287205457687378,2.50516223907471,0,30.2826519012451,1.33750367164612,1.67748010158539,0,0
"OpenCoast_40088","Micro",0.286511361598969,3.2088942527771,0,23.9814128875732,0.694225966930389,1.58221828937531,0,0.00538598337194518
"OpenCoast_40089","Micro",0.252120792865753,0.00385414063930511,16.3080215454102,0,1.93922257423401,1.06866228580475,0,0.163719052156566
"OpenCoast_40090","Micro",0.266462683677673,5,75.933837890625,0,2.11959505081177,1.70369267463684,8,0.999902886851392
"OpenCoast_40091","Micro",0.287648946046829,2.69734239578247,0,27.3430519104004,1.13029980659485,1.61197245121002,0,0
"OpenCoast_40092","Micro",0.287648946046829,2.66013836860657,0,27.3430519104004,1.20033061504364,1.68358659744263,0,0
"OpenCoast_40093","Micro",0.271505981683731,2.70962476730347,0,17.6062202453613,0,0,4,0.0266519075304349
"OpenCoast_40094","Micro",0.242545053362846,2.43986415863037,11.2275104522705,0,1.22930788993835,1.27656137943268,29,0.99997290930216
"OpenCoast_40095","Micro",0.24110047519207,2.63985252380371,16.9350242614746,0,1.26222777366638,1.76563000679016,25,0.999967542250035
"OpenCoast_40096","Micro",0.276112794876099,3.63508677482605,1.80610823631287,0,0,0,7,0.704940428761826
"OpenCoast_40097","Micro",0.24110047519207,2.412517786026,16.9350242614746,0,1.57173240184784,1.70008790493011,23,0.99998069682411
"OpenCoast_40099","Micro",0.287205457687378,2.50516223907471,0,30.2826538085938,1.33145761489868,1.67502593994141,0,0
"OpenCoast_40101","Micro",0.24110047519207,2.57687568664551,16.935022354126,0,1.26808166503906,1.76111102104187,24,0.999979861845292
"OpenCoast_40102","Micro",0.242545053362846,2.5809965133667,11.2275094985962,0,1.25738418102264,1.65200459957123,28,0.999978864983503
"OpenCoast_40103","Micro",0.242545053362846,2.55237817764282,11.2275094985962,0,1.25738418102264,1.65200459957123,27,0.999979160540488
"OpenCoast_40104","Micro",0.24110047519207,2.11942791938782,16.9350242614746,0,1.57173240184784,1.70008790493011,25,0.999988061718084
"OpenCoast_40105","Micro",0.286511361598969,2.97365140914917,0,27.343053817749,0.937376737594604,1.58562624454498,0,0.00269649292324547
"OpenCoast_40106","Micro",0.256074070930481,2.38245272636414,0,1.80998110771179,2.34853458404541,2.54411363601685,16,0.999999841881523
"OpenCoast_40108","Micro",0.257167637348175,2.47245955467224,0,0.305860668420792,2.31340074539185,2.56306123733521,21,0.999999736392527
"OpenCoast_40111","Micro",0.259318053722382,2.31817126274109,0,0.987613141536713,0,0,16,0.999999807453421
"OpenCoast_40115","Micro",0.243362933397293,1.10623252391815,0,3.57314348220825,0,0,1,0.089089886266851
"OpenCoast_40116","Micro",0.243362933397293,1.45188462734222,0,3.57314348220825,0,0,1,0.0640855126517845
"OpenCoast_40117","Micro",0.252149045467377,3.70019912719727,0,6.14280080795288,0,0,15,0.58962370492344
"OpenCoast_40119","Micro",0.244573190808296,3.00404262542725,0,2.43142342567444,0,0,8,0.962034690428905
"OpenCoast_40120","Micro",0.259911388158798,3.33867692947388,0,3.85259056091309,0,0,13,0.606459592673951
"OpenCoast_40121","Micro",0.257167637348175,2.41075754165649,0,0.174029365181923,2.31340074539185,2.56306099891663,21,0.999999671036208
"OpenCoast_40122","Micro",0.255247831344604,2.84415817260742,0,18.9717559814453,0,0,4,0.909541976303237
"OpenCoast_40123","Micro",0.230424404144287,1.51270854473114,0,8.91869258880615,1.34978342056274,2.3478410243988,0,0
"OpenCoast_40125","Micro",0.243362933397293,1.10623252391815,0,3.57314348220825,0,0,1,0.0766692029166625
"OpenCoast_40126","Micro",0.242112442851067,1.20251500606537,0,1.74201440811157,2.01451921463013,1.63237702846527,1,0.0828997929228011
"OpenCoast_40127","Micro",0.24224941432476,1.43378055095673,0,0.858577966690063,0,0,0,0.0120791883224513
"OpenCoast_40128","Meso",0.229656189680099,1.21327769756317,1.26285088062286,0,0,0,22,0.730865051492383
"OpenCoast_40129","Micro",0.242806553840637,1.42832243442535,0,1.86862421035767,0,0,1,0.0615490332808027
"OpenCoast_40130","Micro",0.243362933397293,1.07199919223785,0,3.57314348220825,0,0,1,0.0804124307476728
"OpenCoast_40131","Micro",0.236124843358994,2.85994553565979,0,29.3368644714355,2.13153409957886,2.74366283416748,1,0
"OpenCoast_40132","Micro",0.23932521045208,1.30848670005798,0,3.55366206169128,0,0,1,0.0828997929228011
"OpenCoast_40133","Micro",0.247968584299088,1.48298799991608,0,0.90502393245697,2.5012538433075,2.59582138061523,13,0.561844868905282
"OpenCoast_40135","Micro",0.247968584299088,1.64070689678192,0,0.905023872852325,2.5012538433075,2.59582138061523,12,0.542540953404423
"OpenCoast_40136","Micro",0.252318739891052,2.54639196395874,8.11563205718994,0,0,0,0,0
"OpenCoast_40137","Micro",0.412777125835419,1.97885966300964,0,15.4484176635742,1.37439680099487,1.35622620582581,83,1.00000000000001
"OpenCoast_40138","Micro",0.247968584299088,1.51039242744446,0,0.905023872852325,2.5012538433075,2.59582138061523,13,0.569104713027506
"OpenCoast_40139","Micro",0.242587044835091,1.66299223899841,0,2.97655391693115,0,0,1,0.0358174411646507
"OpenCoast_40140","Micro",0.239712476730347,2.61962056159973,4.66689348220825,0,0,0,0,0
"OpenCoast_40141","Micro",0.242112442851067,1.17395269870758,0,1.74201452732086,0,0,1,0.0816569227823085
"OpenCoast_40142","Micro",0.242806553840637,1.49114680290222,0,1.86862432956696,0,0,1,0.047479635882555
"OpenCoast_40143","Micro",0.241612479090691,1.23589110374451,0,2.48229598999023,2.01451921463013,1.63237702846527,1,0.0703978615661609
"OpenCoast_40145","Micro",0.23808741569519,5,0.15694023668766,0,2.49814367294312,2.55666303634644,0,0
"OpenCoast_40147","Micro",0.244293451309204,1.46217775344849,0.267503917217255,0,0,0,1,0.0791663147838954
"OpenCoast_40149","Micro",0.236468940973282,1.58738374710083,5.22394704818726,0,1.30671644210815,2.31530547142029,0,0.0147443075449964
"OpenCoast_40150","Micro",0.231660887598991,1.402623295784,3.84783816337585,0,2.36663007736206,2.542076587677,0,0.0410175142538406
"OpenCoast_40151","Micro",0.236737340688705,2.13457036018372,0,9.70158100128174,2.026771068573,1.49169743061066,3,0
"OpenCoast_40152","Micro",0.243680983781815,1.33457839488983,3.0756139755249,0,0,0,1,0.075418202930943
"OpenCoast_40153","Micro",0.235080525279045,1.32502925395966,0,6.45657777786255,0,0,0,0.0094071276464377
"OpenCoast_40157","Micro",0.233625560998917,1.6534720659256,0,5.77292442321777,1.09936082363129,2.10034012794495,0,0.0174025026546861
"OpenCoast_40158","Micro",0.228119179606438,1.54815483093262,0,1.74614810943604,2.41367936134338,2.5105128288269,0,0.0213768504378968
"OpenCoast_40159","Micro",0.233887001872063,1.83712112903595,0,12.9767866134644,2.38308835029602,2.61078834533691,0,0.00269649292324547
"OpenCoast_40161","Micro",0.24224941432476,1.49494218826294,0,0.858578026294708,0,0,0,0.00806848883304012
"OpenCoast_40162","Micro",0.24224941432476,1.38188111782074,0,0.858577966690063,0,0,0,0.0094071276464377
"OpenCoast_40163","Micro",0.234593123197556,1.78720247745514,0,35.479419708252,1.72535741329193,2.40836048126221,0,0
"OpenCoast_40164","Micro",0.241111904382706,1.43044662475586,0.672096610069275,0,0,0,0,0.0094071276464377
"OpenCoast_40165","Micro",0.241293281316757,1.61059391498566,2.50444197654724,0,0,0,1,0.0436074128662851
"OpenCoast_40166","Micro",0.242943555116653,1.69242835044861,5.06347703933716,0,0,0,1,0.0423133066258942
"OpenCoast_40167","Micro",0.242943555116653,1.5896075963974,5.06347703933716,0,0,0,0,0.0318995782083208
"OpenCoast_40168","Micro",0.242943555116653,1.58678781986237,5.0634765625,0,0,0,0,0.033207232789188
"OpenCoast_40169","Micro",0.242806553840637,1.5584465265274,0,1.86862421035767,0,0,1,0.0513367595138229
"OpenCoast_40171","Micro",0.234593123197556,1.81830191612244,0,35.479419708252,1.72535741329193,2.40836048126221,0,0.00134912286551514
"OpenCoast_40172","Micro",0.23333115875721,2.15667819976807,0,39.7729110717773,2.95987105369568,2.6050910949707,0,0
"OpenCoast_40174","Micro",0.234774112701416,2.955646276474,0,32.3978042602539,1.82971692085266,1.97591626644135,1,0.00134912286551514
"OpenCoast_40175","Micro",0.233275011181831,2.85414719581604,0,15.0539646148682,1.58611452579498,1.84933483600616,0,0
"OpenCoast_40176","Micro",0.243402123451233,2.94124865531921,0,12.5755739212036,2.21756601333618,1.77158308029175,56,1
"OpenCoast_40178","Micro",0.247635558247566,2.92767739295959,0,25.8452053070068,0,0,2,0.676164051983518
"OpenCoast_40181","Micro",0.256855875253677,3.41554689407349,0,25.0349388122559,0,0,5,0
"OpenCoast_40182","Micro",0.274823427200317,3.32449078559875,0.257657796144485,0,0,0,10,0.542540953404423
"OpenCoast_40183","Meso",0.216312140226364,5,0,31.8536281585693,1.921058177948,2.81833434104919,0,0
"OpenCoast_40184","Micro",0.217068716883659,5,0,29.6400051116943,1.04415559768677,1.8569620847702,0,0
"OpenCoast_40185","Meso",0.219487383961678,5,0,34.8029441833496,2.13822269439697,2.58157849311829,0,0
"OpenCoast_40186","Micro",0.246281236410141,4.68443155288696,0,64.9175109863281,1.93637561798096,1.80391442775726,0,0
"OpenCoast_40187","Micro",0.246143728494644,4.88471460342407,0,66.3972015380859,0,0,0,0
"OpenCoast_40189","Micro",0.245349928736687,4.74748706817627,0,62.7987976074219,0,0,0,0
"OpenCoast_40191","Micro",0.245349928736687,4.81548595428467,0,62.9385681152344,1.89506268501282,1.81922805309296,0,0
"OpenCoast_40192","Micro",0.223618865013123,5,0,34.8029441833496,2.02371716499329,2.49975228309631,0,0
"OpenCoast_40193","Micro",0.272986710071564,5,65.5913391113281,0,0,0,12,0.999932879264001
"OpenCoast_40195","Micro",0.237826585769653,3.51323270797729,0,12.4251804351807,2.66502571105957,1.1370837688446,0,0.00134912286551514
"OpenCoast_40196","Micro",0.256653875112534,0.0903178378939629,15.1360092163086,0,1.72675883769989,0.850108206272125,4,0.443145704051766
"OpenCoast_40197","Micro",0.266462683677673,5,77.1108016967773,0,2.11959505081177,1.70369267463684,8,0.99984704493464
"OpenCoast_40198","Micro",0.273372977972031,5,60.833366394043,0,0,0,13,0.999689393545012
"OpenCoast_40200","Micro",0.269381314516068,5,72.9865570068359,0,0,0,15,0.999990928541372
"OpenCoast_40201","Micro",0.234090715646744,5,1.4328179359436,0,0,0,31,0.999999795104412
"OpenCoast_40202","Micro",0.273372977972031,5,60.833366394043,0,0,0,13,0.999751947686884
"OpenCoast_40203","Micro",0.250876098871231,0.0249268151819706,0,0.0197734944522381,2.08531045913696,1.08348762989044,0,0.508307290981081
"OpenCoast_40204","Micro",0.293062508106232,2.70862698554993,0,21.6741847991943,1.69141435623169,2.10182905197144,0,0
"OpenCoast_40205","Micro",0.292542934417725,3.1038191318512,3.33991122245789,0,2.05753564834595,2.20145106315613,10,0.999999542943221
"OpenCoast_40206","Micro",0.269066900014877,4.74222898483276,6.78244543075562,0,2.77559447288513,0.614085078239441,18,0.997153549691868
"OpenCoast_40207","Micro",0.324343919754028,5,0,5.23224973678589,2.30882811546326,0.795840322971344,9,0.999999985139757
"OpenCoast_40208","Micro",0.366386353969574,-0.0635716393589973,15.3063144683838,0,0,0,19,0.998963225833705
"OpenCoast_40209","Micro",0.271811991930008,1.07761704921722,13.8531007766724,0,3.28068351745605,3.07865571975708,24,0.999965079085817
"OpenCoast_40210","Micro",0.256935060024261,1.40008985996246,0,3.07825493812561,2.0607213973999,1.81715309619904,21,0.999966365616547
"OpenCoast_40212","Micro",0.28099337220192,1.98790085315704,0,1.1060574054718,1.66149961948395,2.29788303375244,70,1
"OpenCoast_40213","Micro",0.293062508106232,2.81179428100586,0,21.6741847991943,1.69141435623169,2.10182905197144,0,0
"OpenCoast_40214","Micro",0.293062508106232,2.85842537879944,0,21.674186706543,1.69141435623169,2.10182905197144,0,0
"OpenCoast_40216","Micro",0.259506583213806,2.05058789253235,0,32.6499366760254,0,0,0,0.191671127761137
"OpenCoast_40217","Micro",0.257625192403793,0.17944897711277,0,40.6249809265137,0,0,4,0.631506193703107
"OpenCoast_40218","Micro",0.241455793380737,-0.38822814822197,1.79147946834564,0,1.72239291667938,2.25730323791504,1,0.372300118258224
"OpenCoast_40219","Micro",0.258287608623505,0.810601055622101,0,40.2876968383789,0,0,4,0.500063837309249
"OpenCoast_40220","Micro",0.257625192403793,0.524710595607758,0,40.6249809265137,0,0,4,0.58962370492344
"OpenCoast_40221","Micro",0.245846033096313,-0.519465208053589,0,19.6875858306885,2.42313265800476,2.296391248703,7,0.677982404399144
"OpenCoast_40222","Micro",0.257625192403793,0.763451218605042,0,40.6249847412109,0,0,4,0.551981652483039
"OpenCoast_40223","Micro",0.258287608623505,1.07840824127197,0,40.2876968383789,0,0,3,0.42123032804262
"OpenCoast_40224","Micro",0.258287608623505,1.76383256912231,0,40.2876968383789,0,0,4,0.422822865243464
"OpenCoast_40225","Micro",0.22553077340126,1.95849394798279,0,11.273567199707,1.81510055065155,2.00188136100769,0,0
"OpenCoast_40226","Micro",0.231295943260193,-0.299966067075729,0,24.5167121887207,2.31207990646362,2.44009876251221,12,0.899422925456845
"OpenCoast_40227","Micro",0.258306264877319,-0.111981645226479,0,40.610034942627,0,0,4,0.634078532573122
"OpenCoast_40228","Micro",0.247187688946724,0.824153304100037,0,8.127272605896,0,0,11,0.665515091631034
"OpenCoast_40229","Micro",0.23985843360424,2.11318373680115,0,16.0031795501709,1.98535943031311,1.99206554889679,9,0.643196541483838
"OpenCoast_40230","Micro",0.236889764666557,1.00177204608917,0,16.0031795501709,1.92491900920868,1.74601876735687,8,0.745351648600962
"OpenCoast_40231","Micro",0.243492990732193,-0.235987335443497,0,19.2771701812744,2.2208297252655,0.417094558477402,0,0.00134912286551514
"OpenCoast_40233","Micro",0.243967846035957,-0.0676813498139381,1.84309113025665,0,0,0,7,0.511703292786705
"OpenCoast_40234","Micro",0.232210963964462,3.29911184310913,0,12.4447202682495,1.90007317066193,1.37832140922546,0,0.00134912286551514
"OpenCoast_40235","Micro",0.232377931475639,0.391550600528717,0,32.5312309265137,1.89504015445709,2.44048666954041,4,0.536141039173592
"OpenCoast_40236","Micro",0.230083703994751,2.35490679740906,0,24.178689956665,1.24744236469269,1.32423722743988,5,0.465739206424384
"OpenCoast_40238","Micro",0.234065532684326,0.0653291940689087,0,28.0336875915527,1.92056977748871,2.34580755233765,3,0.438517895115784
"OpenCoast_40239","Micro",0.230083703994751,1.39657711982727,0,28.0336875915527,1.77748346328735,2.10748386383057,3,0.446974133122295
"OpenCoast_40240","Micro",0.234065532684326,-0.182952865958214,0,28.1641101837158,1.92382884025574,2.3519401550293,4,0.461292319940809
"OpenCoast_40241","Micro",0.234908655285835,2.20468258857727,0,23.0193538665771,1.61544001102448,1.58880496025085,7,0.508307290981081
"OpenCoast_40242","Micro",0.23985843360424,2.11318373680115,0,16.0031795501709,1.9701132774353,1.93106436729431,10,0.669721631127637
"OpenCoast_40243","Micro",0.233196526765823,-0.328599870204926,0,25.1420879364014,2.56148648262024,2.03613567352295,10,0.875272055851467
"OpenCoast_40244","Micro",0.233196526765823,-1.53360223770142,0,23.4570007324219,2.51951599121094,2.42316699028015,9,0.760112261036684
"OpenCoast_40245","Micro",0.233196526765823,-0.35486251115799,0,25.1420879364014,3.04197955131531,2.06123733520508,8,0.819032960718753
"OpenCoast_40246","Micro",0.228522211313248,-0.475288480520248,0,32.6758308410645,1.90302169322968,2.47345542907715,2,0.460547715402533
"OpenCoast_40247","Micro",0.234065532684326,0.406840056180954,0,28.0336894989014,1.84832227230072,2.19992780685425,3,0.440064597890391
"OpenCoast_40249","Micro",0.243967846035957,-0.486192792654037,1.84309124946594,0,1.72939419746399,2.19673752784729,4,0.434633117377108
"OpenCoast_40250","Micro",0.228522211313248,-0.42425125837326,0,32.6758346557617,1.90275037288666,2.39449429512024,4,0.473800191320995
"OpenCoast_40251","Micro",0.23808741569519,5,0.102126911282539,0,2.49814367294312,2.55666303634644,0,0
"OpenCoast_40256","Micro",0.235675051808357,2.81330156326294,0,13.8849315643311,2.49814367294312,2.55666303634644,0,0
"OpenCoast_40257","Micro",0.236168056726456,0.212651923298836,0,16.4359893798828,1.93476152420044,1.60917532444,7,0.422027124834196
"OpenCoast_40258","Micro",0.243402123451233,2.94124865531921,0,12.5755748748779,2.21756601333618,1.77158319950104,58,1
"OpenCoast_40259","Micro",0.253899991512299,3.20372128486633,0,31.3111686706543,0,0,0,0
"OpenCoast_40260","Micro",0.239818289875984,-0.65649151802063,0,18.549430847168,2.24704742431641,0.0676499828696251,0,0
"OpenCoast_40261","Micro",0.275536239147186,1.42000591754913,0,10.9114370346069,1.59607696533203,1.78595864772797,69,1
"OpenCoast_40262","Micro",0.230069354176521,3.29326772689819,0,10.1323280334473,2.03944420814514,1.57149112224579,2,0.678435453935283
"OpenCoast_40263","Micro",0.232210963964462,3.38475298881531,0,10.6860179901123,2.07205629348755,1.34949803352356,0,0.00538598337194518
"OpenCoast_40264","Micro",0.275536239147186,0.780863225460052,0,7.57929611206055,1.5277441740036,1.6347781419754,67,1
"OpenCoast_40265","Micro",0.370622873306274,2.08013153076172,0,12.7723455429077,1.50322806835175,1.53641664981842,88,1.00000000000009
"OpenCoast_60001","Micro",0.204413011670113,4.44212675094604,9.2235689163208,0,2.18919372558594,0.726037561893463,0,0.250034193699378
"OpenCoast_60002","Micro",0.266007006168365,4.19592952728271,6.45340585708618,0,1.37630891799927,0.970305323600769,8,0.999906155480302
"OpenCoast_60003","Meso",0.258207768201828,4.35634517669678,4.79242897033691,0,1.4929633140564,1.01456928253174,5,0.999898164696959
"OpenCoast_60005","Meso",0.259812891483307,4.35634517669678,5.04335689544678,0,1.20927882194519,0.95893931388855,7,0.999910006756369
"OpenCoast_60008","Micro",0.259812891483307,3.91332459449768,5.01272201538086,0,1.02331268787384,0.958774626255035,7,0.999916622617479
"OpenCoast_60009","Micro",0.236772373318672,4.1474347114563,0,0.880842685699463,2.17047929763794,0.828710913658142,0,0.513730040235388
"OpenCoast_60010","Meso",0.259812891483307,4.35682487487793,5.01272249221802,0,1.14007437229156,0.949182629585266,7,0.99991788837279
"OpenCoast_60011","Micro",0.259812891483307,5,5.09343433380127,0,1.36284482479095,0.884777903556824,7,0.999926668338078
"OpenCoast_60012","Micro",0.255831062793732,4.10611295700073,5.2511682510376,0,1.68544507026672,0.756288945674896,7,0.999948218932328
"OpenCoast_60015","Micro",0.255831062793732,3.70594453811646,5.2511682510376,0,1.76769304275513,0.997535705566406,7,0.999952935534532
"OpenCoast_60016","Micro",0.242853358387947,4.28094911575317,0,2.84544229507446,1.87435138225555,1.05484616756439,0,0.551981652483039
"OpenCoast_60019","Meso",0.259812891483307,4.81912755966187,5.09343433380127,0,1.3224059343338,0.974888384342194,7,0.999916622617479
"OpenCoast_60020","Meso",0.259812891483307,4.07055950164795,5.01272249221802,0,1.11811065673828,0.950986981391907,7,0.999912042828619
"OpenCoast_60021","Micro",0.257363975048065,3.73835444450378,6.2182879447937,0,1.71396636962891,1.07141375541687,6,0.999944789379659
"OpenCoast_60022","Micro",0.242853358387947,4.2536940574646,0,2.36850142478943,1.85126626491547,1.03564715385437,0,0.585596679936015
"OpenCoast_60024","Micro",0.257363975048065,3.73835444450378,6.77398586273193,0,1.76519250869751,1.13723850250244,7,0.999942270829258
"OpenCoast_60026","Micro",0.219749599695206,4.18701171875,7.89191389083862,0,1.91397047042847,1.16379451751709,0,0.0305902205260095
"OpenCoast_60027","Micro",0.219749599695206,4.21395492553711,7.89391756057739,0,2.0787980556488,1.25462114810944,0,0.0292791576095386
"OpenCoast_60028","Micro",0.219749599695206,3.96261882781982,4.2691764831543,0,2.00643038749695,1.49891245365143,0,0.0564562009268376
"OpenCoast_60029","Micro",0.219749599695206,3.07307291030884,2.08441162109375,0,2.06144738197327,1.31150937080383,0,0.027966387323629
"OpenCoast_60030","Micro",0.219749599695206,2.64576601982117,2.08441162109375,0,2.06144738197327,1.31150937080383,0,0.0266519075304349
"OpenCoast_60031","Micro",0.219749599695206,3.37542319297791,2.08441162109375,0,2.02021145820618,1.40142667293549,0,0.027966387323629
"OpenCoast_60032","Micro",0.219749599695206,2.40922021865845,1.97708261013031,0,1.96485328674316,1.22317433357239,0,0.0253357160895409
"OpenCoast_60033","Micro",0.219749599695206,2.76021814346313,1.66900932788849,0,2.01405930519104,1.27906489372253,0,0.0253357160895409
"OpenCoast_60036","Micro",0.215891674160957,2.47512197494507,1.51547038555145,0,2.26923823356628,1.38259744644165,0,0.138353235769213
"OpenCoast_60038","Micro",0.259195029735565,5,11.959810256958,0,1.97594702243805,1.60323512554169,0,0.610291168367588
"OpenCoast_60039","Micro",0.215891674160957,3.159499168396,6.34981250762939,0,2.33455467224121,1.36910164356232,0,0.121827327464301
"OpenCoast_60040","Micro",0.253332316875458,5,12.437219619751,0,1.98638796806335,1.61685490608215,0,0.636123945100154
"OpenCoast_60041","Micro",0.212668806314468,3.753262758255,6.34981250762939,0,2.35055375099182,1.36559545993805,0,0.119441710438781
"OpenCoast_60043","Micro",0.253332316875458,4.65095376968384,3.83972597122192,0,1.90143191814423,1.46375417709351,0,0.639676953264751
"OpenCoast_60044","Micro",0.252464532852173,5,3.83972573280334,0,1.84846889972687,1.32745134830475,0,0.670185867396696
"OpenCoast_60045","Micro",0.252464532852173,4.2214207649231,5.53511762619019,0,1.62738180160522,1.53473913669586,0,0.721559198000324
"OpenCoast_60047","Micro",0.252357572317123,4.23844432830811,0,3.19022870063782,2.09605622291565,1.84915924072266,0,0.786286372762628
"OpenCoast_60048","Micro",0.252937972545624,4.0673394203186,12.5442113876343,0,2.17767858505249,1.69234716892242,1,0.979505894366718
"OpenCoast_60049","Micro",0.252937972545624,3.81085181236267,12.5442113876343,0,2.17767858505249,1.69234716892242,1,0.982745163584545
"OpenCoast_60050","Micro",0.259045302867889,4.14706897735596,3.20929479598999,0,1.8583652973175,1.81214642524719,0,0.825176801339195
